code,coding_system,description,entity,list_name,upload_date,medcode,CharlsonCategory
J61y500,Read,hepatic sclerosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,60104,Moderate/severe liver disease
J61y600,Read,hepatic fibrosis with hepatic sclerosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,100592,Moderate/severe liver disease
J61y800,Read,nonalcoholic steatohepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98148,Mild liver disease
J61yz00,Read,other non-alcoholic chronic liver disease nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,33597,Moderate/severe liver disease
J61z.00,Read,chronic liver disease nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10539,Moderate/severe liver disease
J62..00,Read,liver abscess and sequelae of chronic liver disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31897,Moderate/severe liver disease
J623.00,Read,portal hypertension,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,5129,Moderate/severe liver disease
J624.00,Read,hepatorenal syndrome,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10636,Moderate/severe liver disease
J62y.00,Read,other sequelae of chronic liver disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48102,Moderate/severe liver disease
J62z.00,Read,liver abscess and chronic liver disease causing sequelae nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,108800,Moderate/severe liver disease
J630.00,Read,chronic passive liver congestion,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31008,Mild liver disease
J631.00,Read,hepatitis in viral diseases ec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,41237,Moderate/severe liver disease
J631z00,Read,hepatitis in viral diseases ec nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42222,Moderate/severe liver disease
J635.00,Read,toxic liver disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36727,Moderate/severe liver disease
J635000,Read,toxic liver disease with cholestasis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,22766,Moderate/severe liver disease
J635100,Read,toxic liver disease with hepatic necrosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36107,Moderate/severe liver disease
J635200,Read,toxic liver disease with acute hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,41104,Moderate/severe liver disease
J635300,Read,toxic liver disease with chronic persistent hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,17219,Moderate/severe liver disease
J635400,Read,toxic liver disease with chronic lobular hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,64750,Moderate/severe liver disease
J635500,Read,toxic liver disease with chronic active hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,39351,Moderate/severe liver disease
J635600,Read,toxic liver disease with fibrosis and cirrhosis of liver,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44120,Moderate/severe liver disease
J635X00,Read,toxic liver disease; unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,41673,Moderate/severe liver disease
J63B.00,Read,autoimmune hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18652,Moderate/severe liver disease
J63X.00,Read,granulomatous hepatitis; not elsewhere classified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,27663,Moderate/severe liver disease
J63y100,Read,nonspecific reactive hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,28798,Moderate/severe liver disease
J6y..00,Read,liver; biliary; pancreas + gastrointestinal diseases os,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,43086,Mild liver disease
J6z..00,Read,liver; biliary; pancreas + gastrointestinal diseases nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37203,Mild liver disease
Jyu7100,Read,[x]other and unspecified cirrhosis of liver,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,6015,Moderate/severe liver disease
Jyu7600,Read,[x]toxic liver disease; unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106025,Moderate/severe liver disease
Jyu7700,Read,[x]granulomatous hepatitis; not elsewhere classified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53861,Moderate/severe liver disease
K0...00,Read,nephritis; nephrosis and nephrotic syndrome,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2773,Moderate or severe renal disease
K00..00,Read,acute glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2088,Moderate or severe renal disease
K000.00,Read,acute proliferative glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,29384,Moderate or severe renal disease
K000100,Read,crescentic glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105723,Moderate or severe renal disease
K000111,Read,cgn - crescentic glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,108711,Moderate or severe renal disease
K001.00,Read,acute nephritis with lesions of necrotising glomerulitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67460,Moderate or severe renal disease
K00..11,Read,acute nephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,5417,Moderate or severe renal disease
K00..12,Read,bright's disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,20074,Moderate or severe renal disease
K00y.00,Read,other acute glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63599,Moderate or severe renal disease
K00y000,Read,acute glomerulonephritis in diseases ec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,20027,Moderate or severe renal disease
K00y100,Read,acute exudative nephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,94261,Moderate or severe renal disease
K00y200,Read,acute focal nephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48261,Moderate or severe renal disease
K00y300,Read,acute diffuse nephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55100,Moderate or severe renal disease
K00yz00,Read,other acute glomerulonephritis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,47838,Moderate or severe renal disease
K00z.00,Read,acute glomerulonephritis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,20129,Moderate or severe renal disease
K01..00,Read,nephrotic syndrome,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2999,Moderate or severe renal disease
K010.00,Read,nephrotic syndrome with proliferative glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,9840,Moderate or severe renal disease
K011.00,Read,nephrotic syndrome with membranous glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,1803,Moderate or severe renal disease
K012.00,Read,nephrotic syndrome+membranoproliferative glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99644,Moderate or severe renal disease
K013.00,Read,nephrotic syndrome with minimal change glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,29634,Moderate or severe renal disease
K014.00,Read,nephrotic syndrome; minor glomerular abnormality,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,23913,Moderate or severe renal disease
K015.00,Read,nephrotic syndrome; focal and segmental glomerular lesions,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,22852,Moderate or severe renal disease
K016.00,Read,nephrotic syndrome; diffuse membranous glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,19316,Moderate or severe renal disease
K017.00,Read,nephrotic syn difus mesangial prolifertiv glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21947,Moderate or severe renal disease
K018.00,Read,nephrotic syn;difus endocapilary proliftv glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50472,Moderate or severe renal disease
K019.00,Read,nephrotic syn;diffuse mesangiocapillary glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21989,Moderate or severe renal disease
K01A.00,Read,nephrotic syndrome; dense deposit disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,56987,Moderate or severe renal disease
K01B.00,Read,nephrotic syndrome; diffuse crescentic glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,17365,Moderate or severe renal disease
K01w112,Read,wilms' tumour + nephrotic syndrome + pseudohermaphroditism,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,108922,"Any tumour, leukaemia, lymphoma"
K01x100,Read,nephrotic syndrome in diabetes mellitus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2471,Diabetes with end organ damage
K01x111,Read,kimmelstiel - wilson disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,45499,Moderate or severe renal disease
K01x400,Read,nephrotic syndrome in systemic lupus erythematosus,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,47672,Connective tissue disease
K01y.00,Read,nephrotic syndrome with other pathological kidney lesions,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,94373,Moderate or severe renal disease
K01z.00,Read,nephrotic syndrome nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,27427,Moderate or severe renal disease
K02..00,Read,chronic glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,7804,Moderate or severe renal disease
K020.00,Read,chronic proliferative glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,34998,Moderate or severe renal disease
K021.00,Read,chronic membranous glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10809,Moderate or severe renal disease
K02..11,Read,nephritis - chronic,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10647,Moderate or severe renal disease
K02..12,Read,nephropathy - chronic,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,11875,Moderate or severe renal disease
K022.00,Read,chronic membranoproliferative glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,61494,Moderate or severe renal disease
K023.00,Read,chronic rapidly progressive glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65064,Moderate or severe renal disease
K02y.00,Read,other chronic glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,60960,Moderate or severe renal disease
K02y000,Read,chronic glomerulonephritis + diseases ec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,97758,Moderate or severe renal disease
K02y200,Read,chronic focal glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,4669,Moderate or severe renal disease
K02y300,Read,chronic diffuse glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65400,Moderate or severe renal disease
K02yz00,Read,other chronic glomerulonephritis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63615,Moderate or severe renal disease
K02z.00,Read,chronic glomerulonephritis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,15097,Moderate or severe renal disease
K03..00,Read,nephritis and nephropathy unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,33580,Moderate or severe renal disease
K030.00,Read,proliferative nephritis unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,16008,Moderate or severe renal disease
K031.00,Read,membranous nephritis unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,5291,Moderate or severe renal disease
K03..11,Read,nephritis and nephropathy unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,4850,Moderate or severe renal disease
K03..12,Read,nephropathy; unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,11873,Moderate or severe renal disease
K032.00,Read,membranoproliferative nephritis unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,12465,Moderate or severe renal disease
K032000,Read,focal membranoproliferative glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67995,Moderate or severe renal disease
K032200,Read,focal glomerulon + focal recurr macroscop glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,107814,Moderate or severe renal disease
K032300,Read,anaphylactoid glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,62868,Moderate or severe renal disease
K032600,Read,berger's iga or igg nephropathy,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21423,Moderate or severe renal disease
K032y00,Read,nephritis unsp+os membranoprolif glomerulonephritis lesion,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67193,Moderate or severe renal disease
K032y11,Read,hypocomplementaemic persistent glomerulonephritis nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50305,Moderate or severe renal disease
K032y12,Read,lobular glomerulonephritis nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,111029,Moderate or severe renal disease
K032y13,Read,mesangioproliferative glomerulonephritis nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36342,Moderate or severe renal disease
K032y14,Read,mesangiocapillary glomerulonephritis nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,41881,Moderate or severe renal disease
K032y15,Read,mixed membranous and proliferative glomerulonephritis nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,97388,Moderate or severe renal disease
K032z00,Read,nephritis unsp+membranoprolif glomerulonephritis lesion nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,94350,Moderate or severe renal disease
K033.00,Read,rapidly progressive nephritis unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,58164,Moderate or severe renal disease
K034.00,Read,renal cortical necrosis unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,41676,Moderate or severe renal disease
K035.00,Read,renal medullary necrosis unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,45867,Moderate or severe renal disease
K036.00,Read,cryoglobulinaemic glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,111751,Moderate or severe renal disease
K03U.00,Read,unspecif nephr synd; diff concentric glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36125,Moderate or severe renal disease
K03V.00,Read,unspecified nephritic syndrome; dense deposit disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,60128,Moderate or severe renal disease
K03W.00,Read,unsp nephrit synd; diff endocap prolif glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,62520,Moderate or severe renal disease
K03X.00,Read,unsp nephrit synd; diff mesang prolif glomerulonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,30301,Moderate or severe renal disease
K03y.00,Read,other nephritis and nephrosis unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,35065,Moderate or severe renal disease
K03y000,Read,other nephritis and nephrosis in diseases ec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,27335,Moderate or severe renal disease
K03yz00,Read,other nephritis and nephrosis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44055,Moderate or severe renal disease
K03z.00,Read,unspecified glomerulonephritis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,5182,Moderate or severe renal disease
K04..00,Read,acute renal failure,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2266,Moderate or severe renal disease
K040.00,Read,acute renal tubular necrosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10837,Moderate or severe renal disease
K040.11,Read,atn - acute tubular necrosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105685,Moderate or severe renal disease
K041.00,Read,acute renal cortical necrosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,46242,Moderate or severe renal disease
K04..11,Read,arf - acute renal failure,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105739,Moderate or severe renal disease
K042.00,Read,acute renal medullary necrosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31369,Moderate or severe renal disease
K04z.00,Read,acute renal failure nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,25582,Moderate or severe renal disease
K05..00,Read,chronic renal failure,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,512,Moderate or severe renal disease
K050.00,Read,end stage renal failure,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,6712,Moderate or severe renal disease
K05..11,Read,chronic uraemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10081,Moderate or severe renal disease
K05..12,Read,end stage renal failure,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53852,Moderate or severe renal disease
K053.00,Read,chronic kidney disease stage 3,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,104619,Moderate or severe renal disease
K054.00,Read,chronic kidney disease stage 4,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,104963,Moderate or severe renal disease
K055.00,Read,chronic kidney disease stage 5,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105151,Moderate or severe renal disease
K06..00,Read,renal failure unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,350,Moderate or severe renal disease
K060.00,Read,renal impairment,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,11787,Moderate or severe renal disease
K060.11,Read,impaired renal function,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,6842,Moderate or severe renal disease
K06..11,Read,uraemia nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,4809,Moderate or severe renal disease
K06..12,Read,kidney failure unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,107771,Moderate or severe renal disease
