code,coding_system,description,entity,list_name,upload_date,medcode,CharlsonCategory
BBf2.00,Read,[m]alveolar soft part sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71869,"Any tumour, leukaemia, lymphoma"
BBF2.00,Read,[m]sarcomatosis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,34891,"Any tumour, leukaemia, lymphoma"
BBF3.00,Read,[m]spindle cell sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31026,"Any tumour, leukaemia, lymphoma"
BBF4.00,Read,[m]giant cell sarcoma (except of bone),diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,97463,"Any tumour, leukaemia, lymphoma"
BBF4.11,Read,[m]pleomorphic cell sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,46581,"Any tumour, leukaemia, lymphoma"
BBF5.00,Read,[m]small cell sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,58837,"Any tumour, leukaemia, lymphoma"
BBF5.11,Read,[m]round cell sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,69844,"Any tumour, leukaemia, lymphoma"
BBF6.00,Read,[m]epithelioid cell sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,62396,"Any tumour, leukaemia, lymphoma"
BBFz.00,Read,[m]soft tissue tumour or sarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55116,"Any tumour, leukaemia, lymphoma"
BBg..00,Read,[m]lymphomas; nos or diffuse,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,17178,"Any tumour, leukaemia, lymphoma"
BBg1.00,Read,[m]malignant lymphoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36114,"Any tumour, leukaemia, lymphoma"
BBG1.00,Read,[m]fibrosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31323,"Any tumour, leukaemia, lymphoma"
BBg1000,Read,[m]malignant lymphoma; diffuse nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,23711,"Any tumour, leukaemia, lymphoma"
BBg1.11,Read,[m]lymphoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,1483,"Any tumour, leukaemia, lymphoma"
BBg2.00,Read,[m]malignant lymphoma; non hodgkin's type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,16460,"Any tumour, leukaemia, lymphoma"
BBg2.11,Read,[m]non hodgkins lymphoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,3371,"Any tumour, leukaemia, lymphoma"
BBg3.00,Read,[m]malignant lymphoma; undifferentiated cell type nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71117,"Any tumour, leukaemia, lymphoma"
BBG3.00,Read,[m]fibromyxosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,8088,"Any tumour, leukaemia, lymphoma"
BBg4.00,Read,[m]malignant lymphoma; stem cell type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,46931,"Any tumour, leukaemia, lymphoma"
BBg5.00,Read,[m]malignant lymphoma; convoluted cell type nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,69301,"Any tumour, leukaemia, lymphoma"
BBg6.00,Read,[m]lymphosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99655,"Any tumour, leukaemia, lymphoma"
BBg7.00,Read,[m]malignant lymphoma; lymphoplasmacytoid type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,41754,"Any tumour, leukaemia, lymphoma"
BBg8.00,Read,[m]malignant lymphoma; immunoblastic type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48253,"Any tumour, leukaemia, lymphoma"
BBG8.00,Read,[m]infantile fibrosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,95024,"Any tumour, leukaemia, lymphoma"
BBG8.11,Read,[m]congenital fibrosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,94286,"Any tumour, leukaemia, lymphoma"
BBgA.00,Read,[m]malignant lymphoma; centroblastic-centrocytic; diffuse,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,68964,"Any tumour, leukaemia, lymphoma"
BBgB.00,Read,[m]malignant lymphoma; follicular centre cell nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,41841,"Any tumour, leukaemia, lymphoma"
BBgC.00,Read,[m]malignant lymphoma; lymphocytic; well differentiated nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,69980,"Any tumour, leukaemia, lymphoma"
BBgC.11,Read,[m]lymphocytic lymphoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21463,"Any tumour, leukaemia, lymphoma"
BBgC.12,Read,[m]lymphocytic lymphosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,60504,"Any tumour, leukaemia, lymphoma"
BBgD.00,Read,[m]malig lymphoma; lymphocytic; intermediate different nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,51852,"Any tumour, leukaemia, lymphoma"
BBgE.00,Read,[m]malignant lymphoma; centrocytic,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,39906,"Any tumour, leukaemia, lymphoma"
BBGF.00,Read,[m]fibrous histiocytoma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37680,"Any tumour, leukaemia, lymphoma"
BBgG.00,Read,[m]malignant lymphoma; lymphocytic; poorly different nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,72196,"Any tumour, leukaemia, lymphoma"
BBgG.11,Read,[m]lymphoblastic lymphosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67203,"Any tumour, leukaemia, lymphoma"
BBgG.12,Read,[m]lymphoblastic lymphoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,34352,"Any tumour, leukaemia, lymphoma"
BBgG.13,Read,[m]lymphoblastoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,52591,"Any tumour, leukaemia, lymphoma"
BBgH.00,Read,[m]prolymphocytic lymphosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,72241,"Any tumour, leukaemia, lymphoma"
BBgJ.00,Read,[m]malignant lymphoma; centroblastic type nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,60275,"Any tumour, leukaemia, lymphoma"
BBGJ.00,Read,[m]fibroxanthoma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96231,"Any tumour, leukaemia, lymphoma"
BBgJ.11,Read,[m]germinoblastic sarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,108682,"Any tumour, leukaemia, lymphoma"
BBGJ.11,Read,[m]fibroxanthosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,35034,"Any tumour, leukaemia, lymphoma"
BBgK.00,Read,[m]malig lymphoma; follicular centre cell; non-cleaved nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,66603,"Any tumour, leukaemia, lymphoma"
BBgL.00,Read,[m]malignant lymphoma; small lymphocytic nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,46877,"Any tumour, leukaemia, lymphoma"
BBgM.00,Read,[m]malignant lymphoma; small cleaved cell; diffuse,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31726,"Any tumour, leukaemia, lymphoma"
BBGM.00,Read,[m]dermatofibrosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31772,"Any tumour, leukaemia, lymphoma"
BBgN.00,Read,[m]malign lymphoma;lymphocytic;intermediate differn; diffuse,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,61251,"Any tumour, leukaemia, lymphoma"
BBgP.00,Read,[m]malignant lymphoma; mixed small and large cell; diffuse,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71652,"Any tumour, leukaemia, lymphoma"
BBGP.00,Read,[m]pigmented dermatofibrosarcoma protuberans,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31090,"Any tumour, leukaemia, lymphoma"
BBgQ.00,Read,[m]malignant lymphomatous polyposis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,58015,"Any tumour, leukaemia, lymphoma"
BBgR.00,Read,[m]malignant lymphoma; large cell; diffuse nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,33869,"Any tumour, leukaemia, lymphoma"
BBgS.00,Read,[m]malignant lymphoma; large cell; cleaved; diffuse,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63994,"Any tumour, leukaemia, lymphoma"
BBgT.00,Read,[m]malignant lymphoma; large cell; noncleaved; diffuse,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,71619,"Any tumour, leukaemia, lymphoma"
BBgV.00,Read,[m]malignant lymphoma; small cell; noncleaved; diffuse,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,51680,"Any tumour, leukaemia, lymphoma"
BBgz.00,Read,[m]lymphoma; diffuse or nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,51895,"Any tumour, leukaemia, lymphoma"
BBh..00,Read,[m]reticulosarcomas,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106137,"Any tumour, leukaemia, lymphoma"
BBh0.00,Read,[m]reticulosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,72433,"Any tumour, leukaemia, lymphoma"
BBh0.11,Read,[m]reticulum cell sarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,49825,"Any tumour, leukaemia, lymphoma"
BBh1.00,Read,[m]reticulosarcoma; pleomorphic cell type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,112729,"Any tumour, leukaemia, lymphoma"
BBH1.00,Read,[m]myxosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21732,"Any tumour, leukaemia, lymphoma"
BBh2.00,Read,[m]reticulosarcoma; nodular,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,100544,"Any tumour, leukaemia, lymphoma"
BBj..00,Read,[m]hodgkin's disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,20710,"Any tumour, leukaemia, lymphoma"
BBj0.00,Read,[m]hodgkin's disease nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,61997,"Any tumour, leukaemia, lymphoma"
BBj0.11,Read,[m]lymphogranuloma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,101429,"Any tumour, leukaemia, lymphoma"
BBj1.00,Read,[m]hodgkin's disease; lymphocytic predominance,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,56041,"Any tumour, leukaemia, lymphoma"
BBJ1.00,Read,[m]liposarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,28599,"Any tumour, leukaemia, lymphoma"
BBj1000,Read,[m]hodgkin;s disease; lymphocytic predominance; diffuse,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65584,"Any tumour, leukaemia, lymphoma"
BBj1100,Read,[m]hodgkin;s disease; lymphocytic predominance; nodular,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31537,"Any tumour, leukaemia, lymphoma"
BBJ1.11,Read,[m]fibroliposarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,101923,"Any tumour, leukaemia, lymphoma"
BBj3.00,Read,[m]hodgkin's disease; lymphocytic depletion nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,111113,"Any tumour, leukaemia, lymphoma"
BBJ3.00,Read,[m]liposarcoma; well differentiated type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,28628,"Any tumour, leukaemia, lymphoma"
BBj4.00,Read,[m]hodgkin's disease;lymphocytic depletion;diffuse fibrosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96183,"Any tumour, leukaemia, lymphoma"
BBJ5.00,Read,[m]myxoid liposarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,56676,"Any tumour, leukaemia, lymphoma"
BBJ5.12,Read,[m]myxoliposarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,60127,"Any tumour, leukaemia, lymphoma"
BBj6.00,Read,[m]hodgkin's disease; nodular sclerosis nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42198,"Any tumour, leukaemia, lymphoma"
BBJ6.00,Read,[m]round cell liposarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,103708,"Any tumour, leukaemia, lymphoma"
BBj6000,Read,[m]hodgkin;s disease; nodular sclerosis; lymphocytic predom,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,40508,"Any tumour, leukaemia, lymphoma"
BBj6100,Read,[m]hodgkin;s disease; nodular sclerosis; mixed cellularity,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,64343,"Any tumour, leukaemia, lymphoma"
BBj6200,Read,[m]hodgkin;s disease; nodular sclerosis; lymphocytic deplet,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31741,"Any tumour, leukaemia, lymphoma"
BBj7.00,Read,[m]hodgkin's disease; nodular sclerosis; cellular phase,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99200,"Any tumour, leukaemia, lymphoma"
BBJ7.00,Read,[m]pleomorphic liposarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55947,"Any tumour, leukaemia, lymphoma"
BBJ8.00,Read,[m]mixed type liposarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,59651,"Any tumour, leukaemia, lymphoma"
BBj9.00,Read,[m]hodgkin's granuloma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,89230,"Any tumour, leukaemia, lymphoma"
BBJB100,Read,[m]angiomyoliposarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,112850,"Any tumour, leukaemia, lymphoma"
BBJH.00,Read,[m]dedifferentiated liposarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,7856,"Any tumour, leukaemia, lymphoma"
BBjz.00,Read,[m]hodgkin's disease nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42769,"Any tumour, leukaemia, lymphoma"
BBk..00,Read,[m]lymphomas; nodular or follicular,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,20437,"Any tumour, leukaemia, lymphoma"
BBk0.00,Read,[m]malignant lymphoma; nodular nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63699,"Any tumour, leukaemia, lymphoma"
BBk0.11,Read,[m]brill - symmers' disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,64947,"Any tumour, leukaemia, lymphoma"
BBk0.12,Read,[m]follicular lymphosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,27562,"Any tumour, leukaemia, lymphoma"
BBk0.13,Read,[m]giant follicular lymphoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,49253,"Any tumour, leukaemia, lymphoma"
BBK0200,Read,[m]leiomyosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10588,"Any tumour, leukaemia, lymphoma"
BBK0400,Read,[m]epithelioid leiomyosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,73916,"Any tumour, leukaemia, lymphoma"
BBK0700,Read,[m]myxoid leiomyosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,64596,"Any tumour, leukaemia, lymphoma"
BBK1100,Read,[m]angiomyosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67019,"Any tumour, leukaemia, lymphoma"
BBk2.00,Read,[m]malignant lymphoma; centroblastic-centrocytic; follicular,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98961,"Any tumour, leukaemia, lymphoma"
BBK2.00,Read,[m]myoma and myosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31818,"Any tumour, leukaemia, lymphoma"
BBK2100,Read,[m]myosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55268,"Any tumour, leukaemia, lymphoma"
BBk3.00,Read,[m]malig lymphoma; lymphocytic; well differentiated;nodular,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106970,"Any tumour, leukaemia, lymphoma"
BBK3100,Read,[m]rhabdomyosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31421,"Any tumour, leukaemia, lymphoma"
BBK3200,Read,[m]pleomorphic rhabdomyosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,57505,"Any tumour, leukaemia, lymphoma"
BBK3300,Read,[m]mixed cell rhabdomyosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105944,"Any tumour, leukaemia, lymphoma"
BBK3600,Read,[m]embryonal rhabdomyosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48275,"Any tumour, leukaemia, lymphoma"
BBK3611,Read,[m]sarcoma botryoides,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63247,"Any tumour, leukaemia, lymphoma"
BBK3700,Read,[m]alveolar rhabdomyosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42082,"Any tumour, leukaemia, lymphoma"
BBk5.00,Read,[m]malig lymp; follicular centre cell; cleaved; follicular,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,39883,"Any tumour, leukaemia, lymphoma"
BBk7.00,Read,[m]malignant lymphoma; centroblastic type; follicular,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,97852,"Any tumour, leukaemia, lymphoma"
BBk8.00,Read,[m]malig lymp;follicular centre cell;noncleaved;follicular,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,58953,"Any tumour, leukaemia, lymphoma"
BBkz.00,Read,[m]lymphoma; nodular or follicular nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,40513,"Any tumour, leukaemia, lymphoma"
BBl..00,Read,[m]mycosis fungoides,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,46967,"Any tumour, leukaemia, lymphoma"
BBl0.00,Read,[m]mycosis fungoides,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,95464,"Any tumour, leukaemia, lymphoma"
BBL0.00,Read,[m]endometrial stromal sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,34030,"Any tumour, leukaemia, lymphoma"
BBl1.00,Read,[m]sezary's disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,97756,"Any tumour, leukaemia, lymphoma"
BBL4.00,Read,[m]mixed tumour; malignant; nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,66607,"Any tumour, leukaemia, lymphoma"
BBL7100,Read,[m]nephroblastoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,21681,"Any tumour, leukaemia, lymphoma"
BBL7.11,Read,[m]nephromas and nephroblastomas,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,43703,"Any tumour, leukaemia, lymphoma"
BBL7111,Read,[m]adenosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36870,"Any tumour, leukaemia, lymphoma"
BBL7112,Read,[m]wilms' tumour,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,17314,"Any tumour, leukaemia, lymphoma"
BBL7300,Read,[m]mesenchymal nephroblastoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105862,"Any tumour, leukaemia, lymphoma"
BBL8.00,Read,[m]hepatoblastoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,57677,"Any tumour, leukaemia, lymphoma"
BBL8.11,Read,[m]embryonal hepatoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106889,"Any tumour, leukaemia, lymphoma"
BBL9.00,Read,[m]carcinosarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,19334,"Any tumour, leukaemia, lymphoma"
BBLA.00,Read,[m]carcinosarcoma; embryonal type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67934,"Any tumour, leukaemia, lymphoma"
BBLA.11,Read,[m]pneumoblastoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,61082,"Any tumour, leukaemia, lymphoma"
BBLC100,Read,[m]mesenchymoma; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,87003,"Any tumour, leukaemia, lymphoma"
BBLD.00,Read,[m]embryonal sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98797,"Any tumour, leukaemia, lymphoma"
BBLE.00,Read,[m]adenosarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63518,"Any tumour, leukaemia, lymphoma"
BBLG.00,Read,[m]carcinoma in pleomorphic adenoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37510,"Any tumour, leukaemia, lymphoma"
BBLH.00,Read,[m]rhabdoid sarcoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,17212,"Any tumour, leukaemia, lymphoma"
BBLJ.00,Read,[m]clear cell sarcoma of kidney,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18771,"Any tumour, leukaemia, lymphoma"
BBLK.00,Read,[m]pancreatoblastoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,112383,"Any tumour, leukaemia, lymphoma"
BBLM.00,Read,[m]pulmonary blastoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48348,"Any tumour, leukaemia, lymphoma"
BBlz.00,Read,[m]mycosis fungoides nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99695,"Any tumour, leukaemia, lymphoma"
BBm0.00,Read,[m]microglioma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63973,"Any tumour, leukaemia, lymphoma"
BBM0100,Read,[m]brenner tumour; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,70383,"Any tumour, leukaemia, lymphoma"
BBm1.00,Read,[m]malignant histiocytosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63239,"Any tumour, leukaemia, lymphoma"
BBm1.11,Read,[m]malignant reticulosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,70740,"Any tumour, leukaemia, lymphoma"
BBm2.00,Read,[m]histiocytic medullary reticulosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,47330,"Any tumour, leukaemia, lymphoma"
BBm3.00,Read,[m]letterer - siwe disease,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,59593,"Any tumour, leukaemia, lymphoma"
BBm4.00,Read,[m]true histiocytic lymphoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,57544,"Any tumour, leukaemia, lymphoma"
BBm5.00,Read,[m] peripheral t-cell lymphoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,40766,"Any tumour, leukaemia, lymphoma"
BBM8.00,Read,[m]cystosarcoma phyllodes nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,39312,"Any tumour, leukaemia, lymphoma"
BBm9.00,Read,[m] monocytoid b-cell lymphoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31492,"Any tumour, leukaemia, lymphoma"
BBM9.00,Read,[m]cystosarcoma phyllodes; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,59251,"Any tumour, leukaemia, lymphoma"
BBmD.00,Read,[m] cutaneous lymphoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,16774,"Any tumour, leukaemia, lymphoma"
BBmH.00,Read,[m] large cell lymphoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18383,"Any tumour, leukaemia, lymphoma"
BBmK.00,Read,[m]waldenstrom's macroglobulinaemia,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,9172,"Any tumour, leukaemia, lymphoma"
BBn0.00,Read,[m]plasma cell myeloma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31671,"Any tumour, leukaemia, lymphoma"
BBn0.11,Read,[m]multiple myeloma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18744,"Any tumour, leukaemia, lymphoma"
BBn0.12,Read,[m]myeloma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,3672,"Any tumour, leukaemia, lymphoma"
BBn0.13,Read,[m]myelomatosis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,53647,"Any tumour, leukaemia, lymphoma"
BBn0.14,Read,[m]plasmacytic myeloma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,39490,"Any tumour, leukaemia, lymphoma"
BBN1.00,Read,[m]synovial sarcoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,50379,"Any tumour, leukaemia, lymphoma"
BBn2.00,Read,[m]plasmacytoma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,63864,"Any tumour, leukaemia, lymphoma"
BBN2.00,Read,[m]synovial sarcoma; spindle cell type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105073,"Any tumour, leukaemia, lymphoma"
BBn2.11,Read,[m]monostotic myeloma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,102164,"Any tumour, leukaemia, lymphoma"
BBn2.12,Read,[m]solitary myeloma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,73135,"Any tumour, leukaemia, lymphoma"
BBn3.00,Read,[m]plasma cell tumour; malignant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99702,"Any tumour, leukaemia, lymphoma"
BBN4.00,Read,[m]synovial sarcoma; biphasic type,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,57796,"Any tumour, leukaemia, lymphoma"
